,index,rooms,retail_price,sqft,pca1,pca2
752,10588,6.0,799880,4381.0,-2.11353230795267,0.8963238314753939
753,337,4.0,1033000,3348.0,-0.7568209529711685,-0.06499291816339126
754,11743,3.0,497650,2000.0,2.568904249437333,-4.5648947556478605
755,9899,3.0,599990,1984.0,-0.9005716788813201,-0.12075806571961806
756,9853,3.0,600000,2668.0,0.8449616931742671,-7.188826999676696
757,11175,1.0,249000,650.0,-3.7364860382477265,-8.142520616063338
758,7492,5.0,799000,3282.0,-0.47874018010317876,1.7121646128482038
759,7881,4.0,1000000,5107.0,-3.9582613179994492,0.0030997709143127383
760,5259,5.0,1649000,5955.0,1.3204159964258697,-1.6709851778047375
761,4091,1.0,695000,976.0,-0.9976112702692549,-1.7621769722272034
762,6816,,569900,1920.0,0.32945002854166344,-3.4088642983575936
763,9695,2.0,549000,1560.0,-1.9194801529602366,2.3639029531158355
764,9328,6.0,449950,2639.0,-0.7486932519185396,2.5649603179946308
765,892,,295000,1376.0,5.696488516628235,-3.449063144501685
766,8944,3.0,369900,1540.0,0.6293093089203439,0.7169943451608668
767,3918,3.0,595000,1541.0,0.06593512224599689,-2.4270564299895936
768,9018,3.0,389900,1394.0,1.2174418263455944,1.1799216709991964
769,9622,4.0,547000,1928.0,-5.568371549684822,-1.9750172758438063
770,8442,2.0,210000,926.0,-5.335902860985536,-3.3869156246102943
771,7398,5.0,749000,3572.0,-0.3870542586187643,-1.6422987055499512
772,6718,5.0,585900,3512.0,-5.364403867893238,3.21407572026188
773,4435,3.0,778000,1858.0,2.7220822652035976,1.9551306599465252
774,6996,4.0,649000,2800.0,-1.8171133032684434,-3.657809229687775
775,8692,3.0,339000,1115.0,-5.919693854989427,0.5461237631035557
776,8556,2.0,259000,900.0,-0.30484948197714057,-2.0307102982706713
777,3706,2.0,499900,980.0,1.348258924354899,-0.7496326831676094
778,53,3.0,249000,1320.0,-1.782235562682355,-2.471021648508806
779,5825,4.0,315000,2073.0,-0.4301688935041074,-2.005178771774696
780,8565,3.0,260000,1829.0,-4.596127972066809,-5.9447233392565675
781,10041,4.0,691900,1901.0,-5.6564901128696174,4.218664902268124
782,4123,3.0,698900,1452.0,1.0037799333860322,-0.21831566474726072
783,6946,5.0,599000,4052.0,-1.4598707089946998,-1.7673323607790188
784,1461,3.0,424000,1411.0,-0.6395252511179373,-4.724753099962317
785,7900,4.0,899000,3560.0,-1.7469220420682943,-0.797712916123715
786,720,3.0,235500,1008.0,-2.577003163564706,0.5806458540143522
787,1470,3.0,430000,1182.0,-1.790154284454647,3.9142829854066017
788,4244,3.0,699700,1604.0,-1.0323162067850729,-1.7319076538841824
789,4120,4.0,675000,1237.0,3.8439900390102912,0.08879259728436989
790,2744,3.0,845000,1396.0,-1.681520014559379,-0.7892719402166669
791,1256,4.0,355000,3272.0,5.03607014504099,3.2152074490274667
792,931,2.0,340000,767.0,-1.1643023143297708,-0.10671203159901654
793,8011,3.0,899900,1882.0,-1.2768864019702209,-0.23319650048578422
794,1801,3.0,500000,1187.0,2.7253667065992415,-0.5835268074737501
795,4048,3.0,700500,1242.0,-1.2590141546655254,0.39996971182049207
796,9447,,495000,1995.0,-1.67405585511179,0.46297522111390155
797,6505,3.0,550000,2160.0,-2.1360918100981836,1.324475918380603
798,1526,3.0,470000,1530.0,-0.7545463128789844,-5.800301068098385
799,6797,4.0,599900,2517.0,-4.121145566878205,-3.1287569695253805
800,4979,4.0,1170000,4492.0,0.30557097887075513,-3.83725055227503
801,3922,4.0,650000,1421.0,-0.5174456701665482,13.700881151811199
802,3474,2.0,245000,1300.0,-3.645067467747327,-6.9215341129328065
803,1594,2.0,480000,1172.0,-1.8765140424219204,-2.2687790209638856
804,7864,5.0,849000,3807.0,-2.2390809262270044,-2.012517164062026
805,2421,3.0,715000,1885.0,-1.1541026197303648,-2.98849499775008
806,7634,4.0,799800,2512.0,-0.03766649142973999,-1.1507088715937746
807,9698,3.0,554900,1580.0,0.8551488692128627,-1.686137209117456
808,3915,,620000,1818.0,-0.8325552140883419,5.003699881466454
809,10899,5.0,1790000,4327.0,-1.1866416080663658,-0.3256908448531133
810,9280,3.0,459000,2599.0,0.029423731338157566,2.4989632154399146
811,4614,5.0,868880,2238.0,-1.0005871917934277,0.988818399279156
812,10227,3.0,719000,2373.0,-1.0867882140567404,-0.871537660306537
813,10186,4.0,649900,3190.0,-5.336673903817697,-4.530535182155503
814,7816,4.0,899000,2256.0,0.4700916990798869,3.0683421146387833
815,10486,3.0,899900,2863.0,-3.1688149811493984,-0.19304875723135234
816,9559,,527410,2649.0,-2.058652975147043,3.056025527681572
817,10103,3.0,699000,2098.0,-0.21145819447906034,2.1271237108014667
818,2596,3.0,785000,1705.0,-1.3818536265643262,-0.3008740459721704
819,1477,2.0,399000,893.0,62.241143983396654,-0.9579342484432849
820,3284,5.0,1688000,3865.0,-1.3098612649737025,0.8905995959584044
821,5845,2.0,349000,1475.0,-1.8201431364481229,2.3448009750955885
822,3742,2.0,544900,,-0.8717525889237554,7.4843570236292525
823,1790,3.0,525000,1618.0,0.11196891017047517,-3.155124047799182
824,4733,4.0,999999,1860.0,-1.853870001098961,1.557724467391215
825,157,4.0,319900,1831.0,-0.2574766238407644,-0.3352971296879741
826,6001,2.0,355000,864.0,-1.4235822922405994,-2.23187963903103
827,11637,2.0,481900,1322.0,-9.007289566864733,-3.3475229317758313
828,5532,3.0,285000,1845.0,0.10249975109134846,-0.4182828994706669
829,8923,3.0,354000,1330.0,1.333559396626949,6.790865715890738
830,923,3.0,279000,1521.0,-1.7122009437587775,-0.6786721791277788
831,8142,4.0,1199900,3508.0,-0.5698776504223777,-4.6570267488833395
832,3030,4.0,919000,1570.0,-3.0812065464014413,-0.10592320137949729
833,8171,4.0,1239000,4105.0,-2.813223624521639,-2.419072198028668
834,11903,4.0,554000,1766.0,2.0300870779389104,-3.06572729570631
835,10607,5.0,949000,4297.0,-1.5220492496505158,-2.3257281078879015
836,7934,2.0,995000,,-0.9697025947926495,-1.5113278615570152
837,2390,3.0,720000,1501.0,-0.6159611015513151,-4.963087969243561
838,6323,4.0,464500,1738.0,-3.647559875698708,10.182236060625009
839,5063,3.0,1499500,3476.0,-1.7848648100202285,-4.319689578548992
840,11729,5.0,469900,1334.0,-2.373498308087003,-5.660509926355469
841,9083,4.0,399600,2798.0,-0.663825546396557,1.0967262405491605
842,4822,4.0,999000,1970.0,-1.2772016535916373,-2.0653196640122116
843,5873,2.0,355000,866.0,-5.126102850639188,-1.2313500357506975
844,1890,3.0,550000,1410.0,-0.7817794815627068,1.088490038104187
845,8739,3.0,349950,744.0,-0.7754848178382898,0.3599506823247575
846,2361,6.0,700000,2533.0,-0.5363282919526956,2.0026777869518293
847,6551,5.0,495000,2644.0,-2.2166243331396145,1.0684767375557254
848,9192,4.0,425900,1974.0,-2.3715443425731046,-1.4384843409004393
849,8969,3.0,355000,1295.0,-3.9631037981906942,-0.32842307953575395
850,10703,5.0,1300000,3711.0,-1.309892786384548,0.9847029031964444
851,9568,3.0,519888,1778.0,-3.0455682795713788,0.21963919857657138
852,9319,3.0,445000,1855.0,-1.3193365264106807,0.8523710452606046
853,4471,3.0,799000,1658.0,-5.33471346602345,1.5638585884369354
854,11366,2.0,405000,1200.0,-0.6277763604291327,2.3683691609039785
855,7766,4.0,849000,3692.0,-3.1122456877541183,2.2561293681291144
856,7846,2.0,845500,2209.0,-1.7764475322212534,-9.013886700279102
857,8282,5.0,1977000,4448.0,-0.914057932625489,1.7151594935845487
858,1826,3.0,505000,1884.0,-2.173205278459262,-0.4074359744135184
859,2370,4.0,649950,1543.0,-2.0855725430908034,3.05776822765427
860,6056,3.0,385000,1156.0,-0.7399181251340451,-3.1643914457032123
861,4282,3.0,700000,1100.0,-3.0421517019430073,1.9025985202850046
862,5483,2.0,199000,792.0,-1.5089533203457886,-0.3467592780437504
863,6535,3.0,510000,2137.0,-0.2809380392974155,-0.9259495579454406
864,8937,4.0,399900,1708.0,-1.2084944407570293,2.782089442682839
865,5661,3.0,280000,1486.0,1.2825747896117938,1.0761215772005293
866,6030,3.0,389999,1000.0,0.7143742476945398,0.018601567494218152
867,6493,3.0,489000,1592.0,-4.759348116954632,0.10486266311539659
868,3603,3.0,399000,1300.0,0.295460492056435,-12.46543479533828
869,27,3.0,239900,1478.0,1.073054505273004,6.993132779874582
870,296,6.0,550000,3942.0,0.5400910893376387,4.947395272346558
871,2107,3.0,650000,1908.0,-0.7553946962258684,0.9771113081378144
872,8453,3.0,229800,,4.179239944075989,-5.408294101042737
873,8075,4.0,1495000,5847.0,-2.2613326583787967,1.7932856544171274
874,11202,2.0,259000,716.0,-3.9016368066443494,0.25768761821773256
875,783,3.0,289000,1023.0,0.7765546163532095,-0.06731280717073612
876,7324,3.0,731900,1842.0,-0.4985557459184501,1.745086222652128
877,6968,4.0,600000,2591.0,-2.1384921903242944,-6.529283579748311
878,11062,3.0,1599999,2256.0,-0.4738800928309127,-0.26706251947805915
879,8307,3.0,209900,1578.0,-0.8981407054224559,-2.073184803548447
880,9378,4.0,467000,2690.0,-0.5503221117509933,-2.5797731282844807
881,10664,4.0,935000,3614.0,-1.287562038761343,0.05606873779402588
882,9514,3.0,495000,2103.0,-1.7577684775998863,1.8989529597641501
883,10120,4.0,696000,3524.0,-1.7685232262733732,-2.703028918611578
884,2356,4.0,695000,1988.0,-6.094913588713524,-0.3904479816518913
885,4956,4.0,1350000,3980.0,-1.4775524617398745,-1.3661324920812656
886,11403,3.0,348000,1116.0,-4.1220727108783155,1.7674666761396782
887,4124,4.0,699000,1924.0,-0.2505740780437279,-10.648871003149303
888,7796,3.0,889000,2440.0,-0.976033920324642,-1.4603634725231593
889,11992,3.0,525000,1288.0,-3.9897388030263463,3.002780042841743
890,10680,5.0,989800,4633.0,-1.7688819059094543,0.23524781395502536
891,7013,3.0,615000,1919.0,-6.894329919032322,-2.9553749205928215
892,7410,3.0,749000,1353.0,-1.6403180269225834,-2.2878369164749626
893,359,6.0,1077500,3145.0,-6.934806640381662,5.4077772508402395
894,10820,5.0,1150000,3825.0,-3.612923072168052,0.21592241916838584
895,1182,4.0,400000,1103.0,-0.8466518586985399,-4.942561343991487
896,4769,4.0,920000,2474.0,2.582069210647011,-1.917878842563919
897,2638,4.0,775000,3606.0,0.8478505112238971,1.6013513232066574
898,4184,4.0,710000,1553.0,-1.4255298912553367,4.967099664436664
899,4154,4.0,700000,1885.0,-0.7457074204587979,-2.322067761424817
900,8511,3.0,299999,1376.0,-1.3682920246388797,1.4057663725078517
901,1443,5.0,449000,2879.0,-1.580038780376127,6.873162281356384
902,3960,4.0,600000,1871.0,66.0106735609451,0.005872196587835332
903,10762,4.0,1175000,1918.0,1.8559242168662156,1.4897999554479036
904,10384,3.0,799500,3056.0,-1.5285327177425116,-1.4175291287969616
905,1688,3.0,459900,1307.0,-2.146801142121631,2.7691170232496285
906,4503,,789000,2317.0,-2.665162967824841,3.609726541883017
907,2588,3.0,759700,1318.0,-1.0238245445596355,1.1985868028929267
908,10428,4.0,775000,3313.0,-4.170383877915789,5.778470396492699
909,10108,4.0,650000,,0.21157324303884728,-0.37736180636018735
910,9494,4.0,499900,2493.0,2.844144666520016,-1.3274619247341115
911,6189,3.0,429900,2066.0,-0.4965725728298156,-1.8775370611360507
912,9261,2.0,399000,2086.0,0.8378436480128447,-0.4060994686926578
913,10835,5.0,1479000,4258.0,-0.5693283874396011,12.222816904386768
914,9976,4.0,639900,1920.0,-2.2753804813831953,-1.547918018301397
915,9571,4.0,515000,1574.0,-2.320287809127552,-0.08604466256580634
916,320,5.0,760000,4481.0,-1.9104752895233703,-1.6742478584415124
917,11634,2.0,460000,1008.0,-1.7549543405673393,-2.4431586605546953
918,683,2.0,219900,825.0,1.2501524398834616,1.5763761953483781
919,10748,4.0,1250000,3096.0,2.1941898013236614,5.191339958563493
920,2860,4.0,868000,2637.0,-1.7292113437672176,0.8214821210357887
921,10575,4.0,824900,2911.0,-0.060138701859857174,2.0098432043167995
922,1244,3.0,390000,1040.0,-2.0656778103809867,1.786007295701054
923,2297,4.0,699000,1839.0,-0.5464412553152032,-5.379815448731058
924,1428,3.0,440000,960.0,-6.407388515779847,2.4643376200529357
925,4067,3.0,650000,1200.0,-0.3405023391367552,-1.429162674171484
926,3518,,284900,,-0.48220637820937273,-2.7841162860036843
927,11826,2.0,499999,1344.0,0.2017098674691266,-0.4388499131452035
928,7866,4.0,809900,3400.0,-1.732427093312461,-0.09902614750383282
929,2505,5.0,699000,2800.0,-1.5164919393767362,-1.0696831148983117
930,11994,3.0,595000,1548.0,-2.3795750982087647,-1.2560454814036244
931,513,4.0,1650000,2089.0,0.6277525061411486,-5.322984378510505
932,1711,3.0,550000,1410.0,-0.7817794815627068,1.088490038104187
933,11718,2.0,495000,1526.0,-4.284561879020576,2.694679661685204
934,5746,3.0,320000,1496.0,-1.458326258586066,0.05423814266952892
935,4639,4.0,869000,1745.0,-1.5459792856165593,0.1689967422954768
936,1196,3.0,394000,2430.0,-3.581077687690506,-1.712089235208314
937,10926,10.0,1875000,3554.0,-2.546530606566599,-4.878379587311195
938,2754,2.0,850000,1219.0,-0.5579251420720494,-3.5665965225023277
939,9865,4.0,655000,2809.0,0.5537867913355596,0.5135777168277145
940,2304,4.0,679888,1570.0,-5.7575444625786805,-9.462376740841396
941,9484,4.0,498900,2875.0,-0.865795435033121,-3.532246917129542
942,7584,5.0,760000,4249.0,-1.4334682317268914,1.9585612183194987
943,8545,3.0,255000,1795.0,-3.077336787504826,-0.45183960947402
944,1205,5.0,369000,2987.0,0.7973228601238397,0.6940883487553067
945,1930,4.0,579999,1584.0,-1.7011512083245703,-3.516185016794809
946,2204,3.0,625000,2120.0,5.273454052443778,6.112005555436117
947,8983,4.0,358000,2702.0,-0.8237573420692716,4.433103847272096
948,7888,2.0,1005000,1674.0,0.1446414044161498,2.0875311746008482
949,7739,3.0,899000,3471.0,-0.8464590069218625,7.0560679178460965
950,4444,3.0,785000,1842.0,-0.27529394466477897,0.785900745235731
951,7352,4.0,749900,2129.0,2.976469387823345,5.574619338309429
952,8733,2.0,330000,720.0,-2.2025143227526387,-4.234431623672424
953,3461,2.0,223500,835.0,-1.4783250133288526,4.212978392453275
954,3559,2.0,308000,1150.0,-2.3037233951868825,4.769355452529571
955,11884,3.0,549000,1185.0,-1.5081320885606675,-1.442430962084614
956,4617,4.0,885000,2101.0,-2.007021967383092,-1.3716899533870515
957,4286,4.0,699000,1750.0,-4.273364850900758,-6.090634027562218
958,9961,4.0,636900,2397.0,0.5335444884974399,-2.564309331175289
959,6701,4.0,599000,2400.0,-0.8167857747627765,2.7839206481805188
960,11474,2.0,439900,856.0,-0.6724917148662419,0.6883028026732017
961,6623,3.0,497500,1831.0,-4.222125597533052,3.118378133831686
962,9798,3.0,550000,3360.0,-1.388367399153165,-7.293364929490476
963,2991,7.0,998000,3329.0,-2.1889769193654587,-3.3041574578273907
964,7384,6.0,695000,3763.0,-1.016089426146026,-4.119099801415695
965,8181,4.0,1250000,3200.0,1.4587353329005022,1.139054673110243
966,2385,2.0,748888,1196.0,-1.083793354123773,1.830244472459788
967,9724,4.0,568000,2777.0,-0.4076056464311475,-1.6010664010916096
968,7511,5.0,799900,3491.0,-1.2635140044734086,0.6551122229621571
969,3396,5.0,1998000,5146.0,2.5037678326911705,0.599421175134153
970,11971,3.0,525000,1493.0,-4.4929478853915,-1.9083098924243684
971,4001,2.0,699900,990.0,-1.581304746121993,-6.934432533938616
972,5763,4.0,350000,2456.0,1.4495836032028595,-1.499866804845543
973,829,2.0,289000,1504.0,-0.6375163107170916,2.929520797495011
974,5183,3.0,1895000,1839.0,0.3731871813192993,-0.6136004488655983
975,5566,2.0,264900,1471.0,0.5162505642149497,1.5014756789798656
976,8555,3.0,298800,1036.0,-2.8095152878357466,-5.389864169023761
977,10946,6.0,1499900,4247.0,-0.5816160132019699,-5.900375617179991
978,1496,,405000,1122.0,-1.3959275159693627,-0.510945242081362
979,9294,3.0,489000,1450.0,0.6357566746015866,-2.6065645464037415
980,5205,4.0,1775000,4449.0,0.5461447479377254,-0.3661134709256894
981,4747,,949000,2494.0,1.148354609372637,2.6203335475294423
982,10261,4.0,714000,2735.0,-0.5138617920353065,-5.060567034397284
983,3764,3.0,555900,1428.0,0.037294571983618185,2.7442450562079705
984,6514,5.0,529900,3721.0,-1.5978719552775078,-2.7936745986897664
985,11694,3.0,479000,3057.0,-2.347526054379631,1.27331920981924
986,7408,3.0,739000,2495.0,1.8670495920869863,-2.172511336381839
987,8774,3.0,298000,1400.0,-4.329545662974478,-2.2198118109903415
988,3366,5.0,1999999,4216.0,0.05518805752858036,-0.44041567404458715
989,11726,,445000,1488.0,-2.1077040776354776,-2.0819687181301747
990,9256,3.0,451380,1789.0,1.3100837186224794,0.4204742551391767
991,9712,3.0,565000,1533.0,-0.864767240896707,0.835707225027369
992,8076,5.0,1174000,4559.0,-3.6287821582121564,9.767788325162773
993,8179,5.0,1025000,4184.0,-0.1183707170768531,-0.8655293675081076
994,4066,3.0,699000,1170.0,0.7795776456090096,-0.8543207999495337
995,1268,2.0,350000,1097.0,56.68412118359731,-0.2409981390591224
996,8771,3.0,309000,1600.0,-0.24389847825804567,-1.847777439144775
997,9362,4.0,499000,4246.0,-1.4431183968678967,-0.6158088989891422
998,9620,4.0,537000,2780.0,-2.510211753937857,-0.4207681004617378
999,8919,3.0,365000,,-1.0719515253390064,-1.0818806551204605
1000,4410,3.0,775000,1674.0,-0.8960646972512729,-0.34855079405653594
1001,11029,5.0,1699000,4092.0,-1.415808543011858,-2.007792532863679
1002,4476,3.0,775000,1757.0,-0.6258677669766477,0.053781930756803153
1003,3700,3.0,519900,1247.0,-5.0393129587334675,3.7196074193184963
1004,7668,,799900,1942.0,-0.3756026207069968,-5.7713075735753625
1005,6065,4.0,382000,2551.0,-2.5619358867556934,-4.380718175129987
1006,2399,4.0,739000,1891.0,-0.23208529190807914,0.3862885173618242
1007,4944,4.0,1349000,3377.0,0.5884534315776846,0.7397011790355489
1008,538,3.0,1550000,1250.0,55.93485266882033,0.5122132670924266
1009,93,3.0,290000,1683.0,-2.109373032305016,4.341845454956545
1010,5948,4.0,399900,1901.0,-0.3763189295113742,0.5372627607814456
1011,271,4.0,449900,3578.0,-1.3814041337564609,1.0120499677726196
1012,7433,4.0,749999,1808.0,0.7741524249994483,29.888774644125682
1013,11963,4.0,525000,2855.0,-3.64805212945509,-6.494050875220156
1014,5986,6.0,369900,2626.0,0.6204936416190144,5.474544280452513
1015,1686,4.0,505000,2032.0,-1.033311722493492,-4.930952463313397
1016,4638,2.0,875000,2005.0,-0.36375317709363575,-6.159148827599326
1017,11535,3.0,449000,1446.0,-0.2749734095745475,-2.2225250436917046
1018,11460,2.0,435000,1411.0,-1.2839449655667927,0.6711472360687306
1019,9084,4.0,445000,1862.0,-4.475435675271654,-3.7361290612859053
1020,6057,2.0,345000,,-2.4722540467179943,0.599992188090104
1021,10536,,798000,2525.0,1.020385134300567,-0.5750386404280221
1022,496,5.0,1748800,5640.0,-1.1883086221407368,-5.296501866191014
1023,11851,3.0,535000,1008.0,-0.6506711010100708,-5.204900885127961
1024,1831,3.0,539900,1970.0,-0.27860776578058416,-4.862647957052405
1025,1059,3.0,315000,1521.0,-6.96367446411246,-3.259665779665812
1026,2769,3.0,839000,1328.0,-2.043644027231476,-3.301612598401265
1027,2714,4.0,788000,2173.0,0.6007965770525255,-1.4391418334261143
1028,1307,1.0,349900,624.0,-1.508124391149792,-3.444428153249426
1029,4505,3.0,799900,2086.0,-1.5554968407230578,0.2786242063558211
1030,4397,,778000,1424.0,0.2543899147834989,-0.627307594973833
1031,8357,3.0,210000,1344.0,-2.8044151082883113,-27.206105479619843
1032,10334,4.0,799888,2050.0,-1.3619066727508167,0.5927340961449943
1033,5171,4.0,1495000,2972.0,1.5111956317477973,9.591318042518154
1034,5990,3.0,349999,2057.0,-2.582309303991656,5.539478723800135
1035,9299,5.0,455000,,-1.75333196956184,-1.7919360944390554
1036,2546,,730000,1000.0,-2.222771223306593,-1.8554059417354458
1037,60,4.0,239900,1368.0,-0.13567084569532506,0.8795469156932818
1038,11902,2.0,529000,1467.0,-0.40823780324562614,5.568457958189421
1039,9677,3.0,600000,1860.0,1.0443773724410657,1.467140510562039
1040,9711,4.0,578800,3707.0,-1.9172153954036995,-3.1018498086613535
1041,1975,4.0,589999,2628.0,-2.58807052716528,1.2639219711028076
1042,3338,3.0,1899990,3471.0,-0.37283718651351844,-4.109546747847688
1043,794,3.0,259800,1224.0,-1.385317280067298,1.0354818514815574
1044,6177,3.0,407500,2284.0,-0.2666979629269788,3.8169203810081296
1045,7509,5.0,799900,4278.0,-0.9336439792272708,0.7560784432182281
1046,2877,3.0,850000,1332.0,-7.001122520950924,-2.309894657837522
1047,5515,2.0,262900,1199.0,0.27646633554047584,1.6609559795675706
1048,7899,4.0,990000,5183.0,-3.5300868407279613,-1.3649360897942024
1049,3988,5.0,659900,1808.0,-1.173959579459825,-0.8261429505460276
1050,8456,3.0,215000,1618.0,-1.606233315584669,0.03868995982481338
1051,10375,4.0,799777,2577.0,68.55143206808506,-0.3186878503980855
1052,6171,4.0,395000,2243.0,-0.2866439467048565,2.126915773011846
1053,11771,3.0,499000,1600.0,-0.39204649033379235,4.049114936692908
1054,9877,4.0,608800,2129.0,-4.567373567042407,-0.9730523916019242
1055,10021,4.0,599900,2630.0,-1.0422037671536297,-4.693644299918571
1056,7938,5.0,994900,4331.0,-3.602003019980106,2.2660285629075094
1057,8641,2.0,249900,1104.0,-2.321503430863147,2.912159501743943
1058,2615,2.0,749900,945.0,-0.5797602414862724,2.241884195154114
1059,7415,3.0,749000,2747.0,-10.032196549450873,-0.09685358845854575
1060,9473,4.0,500000,2385.0,-1.2355717768160552,4.914917492543966
1061,8522,5.0,292000,2596.0,1.4301569578570477,-3.5573321195517273
1062,6706,,599000,2650.0,-0.9672569497049073,-1.3100471006269858
1063,7009,4.0,643800,3099.0,-1.6215782979662015,-2.1575957979369176
1064,1942,2.0,565000,783.0,-2.45267924011678,2.5394271976114755
1065,3576,2.0,355000,950.0,-0.03981666939982469,-3.7507971817771497
1066,7654,3.0,799900,3358.0,-0.8260951505510714,0.027982960064452556
1067,9246,3.0,399900,2180.0,2.601468737140064,-4.299533253094841
1068,10247,6.0,730000,2838.0,-1.6911817324360032,0.4967898588759545
1069,9451,4.0,459900,1350.0,1.3169735971512373,-0.31077455102964313
1070,10067,4.0,653800,2732.0,-5.1915698293086106,-0.3832452681595723
1071,4461,2.0,749900,1637.0,-1.8891905405549483,-0.6175371848689077
1072,6090,4.0,357777,2462.0,-1.0423174211983608,-3.511481307523379
1073,4036,2.0,689500,1473.0,4.677226311600747,11.826077447859802
1074,6565,4.0,545000,3034.0,1.9641623539726942,-1.974605211619513
1075,8649,1.0,245000,964.0,4.021293472114046,-4.203215018939747
1076,11734,,449000,1779.0,-2.24906019693772,-0.5628688544916541
1077,2899,4.0,939000,2449.0,-2.281425349631136,-0.707675286653779
1078,11742,3.0,479000,1290.0,-0.9793240294627941,-0.6587534387090783
1079,3849,2.0,640000,1250.0,-1.4453215147372458,13.065093197995285
1080,11007,5.0,1875000,4237.0,-0.9663374387035973,-2.2743744453455927
1081,10523,4.0,899000,2822.0,-3.380222295959885,-5.010916166295204
1082,1124,3.0,395000,1691.0,-3.0095046568445856,1.2645919795629776
1083,3620,3.0,399000,1437.0,-5.282189259148761,-4.387398997623188
1084,1083,3.0,355000,1328.0,-1.3004011195957168,-0.39468644294408195
1085,8654,2.0,270000,1006.0,50.425649690644875,-0.17071849432812375
1086,6382,3.0,479990,2985.0,-0.15458196085714404,-0.16449760759812976
1087,8272,5.0,1790000,4161.0,-0.12970317189554104,1.7720034382619057
1088,7979,8.0,929990,3656.0,0.11045688694509159,-2.1163833912361683
1089,10939,4.0,1989000,4374.0,-0.0858794955686606,0.9439946055751796
1090,9087,3.0,410000,1465.0,-1.8917685462740168,-2.71757014160436
1091,10329,6.0,739500,5741.0,0.4984274040889912,0.529077966589769
1092,11178,2.0,260000,652.0,2.849682044955433,-1.0391065217881597
1093,2497,4.0,695000,1933.0,0.2262539286642738,-2.442317417277974
1094,9502,4.0,499900,1618.0,-5.599900124687214,-1.2286652574201447
1095,393,3.0,1184888,1861.0,-1.1245604634898347,-3.2898863212617093
1096,4670,3.0,822211,1692.0,-4.273504764841228,0.21086976637516697
1097,8391,3.0,235000,1516.0,-5.2047234686162245,2.85826776931843
1098,3558,2.0,330000,1000.0,-2.105654849796866,-0.16997266772771424
1099,9276,4.0,445000,1862.0,-4.475435675271654,-3.7361290612859053
1100,5315,2.0,225000,1437.0,-1.4225862091455548,-3.1111604468319967
1101,5269,7.0,1875000,5050.0,-3.1319753174042027,-4.466490651735639
1102,11818,5.0,550000,2316.0,-1.7351632885229722,2.754319379914277
1103,3745,2.0,525000,1400.0,0.8498730437731103,3.1381914371477486
1104,4281,3.0,729000,1472.0,-1.233450186322602,2.8827869607038004
1105,7553,3.0,749000,2611.0,-3.682108274131589,-3.0596770039283494
1106,8328,3.0,199000,1842.0,-1.921234012376833,1.575271619976041
1107,8894,4.0,359900,2544.0,-1.3744832372244091,-4.976531596166759
1108,8634,2.0,275000,828.0,-0.8992627861258745,2.2927703886856956
1109,7481,6.0,725000,4112.0,-2.375308222181533,0.9438515295945714
1110,9252,4.0,448000,2736.0,-2.2877582341807337,0.2551854000941828
1111,332,6.0,1080000,2625.0,44.17234198310512,-0.18759351854154824
1112,3105,4.0,1495000,3960.0,2.0434432886518645,1.3577733459375207
1113,3088,5.0,1320000,3489.0,1.8024473286928786,2.3071710918920165
1114,10172,4.0,675000,3105.0,-1.5421593541936556,-3.9534812058960362
1115,9122,3.0,449900,1080.0,-0.28544033090580095,-1.6243986535544468
1116,4353,4.0,749900,2214.0,1.9266919322202833,0.40033542969845715
1117,4470,3.0,759900,1972.0,0.9603453885228203,-3.5148679977796133
1118,8106,1.0,1288800,1046.0,-2.9287308860598404,-14.2254007877669
1119,10283,4.0,728000,2274.0,-2.7183274088180296,3.4929647536830677
1120,3648,2.0,395000,1000.0,44.074640800332844,0.15874352029319264
1121,9564,5.0,495000,,-3.1589707173685793,-1.9724846219508925
1122,4546,3.0,849888,1851.0,0.09819711924569036,-1.8158420542111686
1123,11716,3.0,495000,1653.0,1.2857751923974847,0.30013835599950567
1124,9860,4.0,650000,2182.0,-1.11570980125989,-3.429182175501552
1125,11350,2.0,369000,669.0,-1.1938319443551473,-1.0684499563788443
1126,2018,5.0,585000,1875.0,0.3708566521790999,1.2235105679928275
1127,8445,3.0,229900,1637.0,-2.8595802998830795,-0.15456014940564367
1128,5473,2.0,209999,1120.0,-3.37008175307965,-0.44867606317037007
1129,566,5.0,1598800,4502.0,-1.3521504513897928,1.2163236969959828
1130,3376,2.0,1499000,1742.0,-4.545144818822114,5.330571265392185
1131,1474,2.0,399900,706.0,-2.116783567674694,-0.6604705585604675
1132,7087,5.0,633000,4104.0,-3.955963540445272,0.2767264840387278
1133,9646,3.0,519900,1485.0,1.3415169054794667,1.024653286919308
1134,3017,2.0,995000,1497.0,-0.18602028573301457,-5.921489194694633
1135,2750,3.0,799000,1705.0,-1.407015120433605,5.072124691144387
1136,11159,2.0,229500,1776.0,-2.6091318466073803,1.3508393930008662
1137,5796,4.0,334900,1432.0,-0.5316839124434394,-1.4416332499781652
1138,5757,4.0,340000,1827.0,-0.16907442377373072,1.3624678643730186
1139,10325,4.0,699000,2873.0,-1.706369245048358,1.2092754249219886
1140,4133,4.0,679000,1770.0,0.2732211074577141,0.769074413698545
1141,5820,2.0,339000,1736.0,-1.2140399555469776,-3.0381744535857003
