index,rooms,retail_price,address,city,sqft,toilets,image_id
9473,4.0,500000,15972 W Preserve,"Chino, CA",2385.0,2.1,9473
8522,5.0,292000,13872 Woodpecker Road,"Victorville, CA",2596.0,3.0,8522
6706,,599000,56850 Ramsey Road,"Anza, CA",2650.0,2.1,6706
7009,4.0,643800,850 Derby Street,"Corona, CA",3099.0,2.1,7009
1942,2.0,565000,1211 W 6th Street,"San Pedro, CA",783.0,1.0,1942
3576,2.0,355000,473 Calle Cadiz,"Laguna Woods, CA",950.0,2.0,3576
7654,3.0,799900,7486 Smerber Road,"Corona, CA",3358.0,2.0,7654
9246,3.0,399900,1200 Constellation Drive,"Big Bear, CA",2180.0,2.1,9246
10247,6.0,730000,4426 Walnut Avenue,"Chino, CA",2838.0,4.0,10247
9451,4.0,459900,716 W Locust Street,"Ontario, CA",1350.0,2.0,9451
10067,4.0,653800,3990 Citrus Grove Road,"Chino, CA",2732.0,3.1,10067
4461,2.0,749900,22785 Via Octavo,"Mission Viejo, CA",1637.0,2.0,4461
6090,4.0,357777,1365 Riverstone Court,"Hemet, CA",2462.0,3.0,6090
4036,2.0,689500,76 Cerrero Court,"Ladera Ranch, CA",1473.0,2.0,4036
6565,4.0,545000,35483 Sumac Avenue,"Murrieta, CA",3034.0,3.1,6565
8649,1.0,245000,39297 Cedar Dell Road,"Fawnskin, CA",964.0,1.0,8649
11734,,449000,32644 Taspa Ct,"Pauma Valley, CA",1779.0,2.0,11734
2899,4.0,939000,20756 Trieste Lane,"Porter Ranch, CA",2449.0,2.1,2899
11742,3.0,479000,4716 Mayflower Way,"Oceanside, CA",1290.0,2.0,11742
3849,2.0,640000,175 N A Street,"Tustin, CA",1250.0,2.0,3849
11007,5.0,1875000,843 Requeza St,"Encinitas, CA",4237.0,4.1,11007
10523,4.0,899000,101 Stony Creek Road,"Big Bear, CA",2822.0,3.0,10523
1124,3.0,395000,9350 Lost Valley Ranch Road,"Leona Valley, CA",1691.0,2.0,1124
3620,3.0,399000,313 N Siesta Street,"Anaheim, CA",1437.0,2.0,3620
1083,3.0,355000,17548 Sunset Trail,"Lake Hughes, CA",1328.0,1.1,1083
8654,2.0,270000,1682 N Lugo Avenue,"San Bernardino, CA",1006.0,1.0,8654
6382,3.0,479990,24824 Solvang Lane,"Menifee, CA",2985.0,2.1,6382
8272,5.0,1790000,16160 Castelli Circle,"Chino Hills, CA",4161.0,4.1,8272
7979,8.0,929990,2217 S Lincoln Avenue,"Corona, CA",3656.0,5.0,7979
10939,4.0,1989000,3203 Corte Bosque,"Carlsbad, CA",4374.0,4.1,10939
9087,3.0,410000,802 N Madera Avenue,"Ontario, CA",1465.0,2.0,9087
10329,6.0,739500,13790 Chateau Court,"Apple Valley, CA",5741.0,6.0,10329
11178,2.0,260000,3770 national avenue,"San Diego, CA",652.0,1.0,11178
2497,4.0,695000,1428 W 47TH Street,"Los Angeles, CA",1933.0,2.0,2497
9502,4.0,499900,1828 E Hawthorne Street,"Ontario, CA",1618.0,2.1,9502
393,3.0,1184888,3145 Chadney Drive,"Glendale, CA",1861.0,2.0,393
4670,3.0,822211,89 Eclipse,"Lake Forest, CA",1692.0,2.1,4670
8391,3.0,235000,11050 Tamarisk Road,"Adelanto, CA",1516.0,2.0,8391
3558,2.0,330000,25 Avenida Castilla,"Laguna Woods, CA",1000.0,2.0,3558
9276,4.0,445000,944 Hartzell Avenue,"Redlands, CA",1862.0,2.0,9276
5315,2.0,225000,1521 W Montrose Avenue,"Hemet, CA",1437.0,2.0,5315
5269,7.0,1875000,80450 Avenue 50,"Indio, CA",5050.0,5.2,5269
11818,5.0,550000,5787 Altamont Dr,"San Diego, CA",2316.0,2.0,11818
3745,2.0,525000,312 Ave Castilla,"Laguna Woods, CA",1400.0,2.0,3745
4281,3.0,729000,27151 La Fuente,"Mission Viejo, CA",1472.0,2.0,4281
7553,3.0,749000,57770 Black Diamond,"La Quinta, CA",2611.0,3.0,7553
8328,3.0,199000,57424 Reche Road,"Landers, CA",1842.0,2.0,8328
8894,4.0,359900,15071 Brucite Road,"Victorville, CA",2544.0,3.0,8894
8634,2.0,275000,30806 All View Drive,"Running Springs, CA",828.0,1.1,8634
7481,6.0,725000,33095 Newby Road,"Temecula, CA",4112.0,4.2,7481
9252,4.0,448000,27928 St Bernard Lane,"Lake Arrowhead, CA",2736.0,4.0,9252
332,6.0,1080000,121 S Bluff Road,"Montebello, CA",2625.0,5.0,332
3105,4.0,1495000,17409 Harlan Drive,"Yorba Linda, CA",3960.0,3.1,3105
3088,5.0,1320000,2031 W Snead Street,"La Habra, CA",3489.0,4.1,3088
10172,4.0,675000,110 Oriole Drive,"Big Bear, CA",3105.0,3.0,10172
9122,3.0,449900,2508 S Arcadian Shores Road,"Ontario, CA",1080.0,2.0,9122
4353,4.0,749900,21991 Trailway Lane,"Lake Forest, CA",2214.0,2.0,4353
4470,3.0,759900,1662 Summerville Avenue,"Tustin, CA",1972.0,2.1,4470
8106,1.0,1288800,13035 McKinley Avenue,"Chino, CA",1046.0,1.0,8106
10283,4.0,728000,2225 Olivine Drive,"Chino Hills, CA",2274.0,3.0,10283
3648,2.0,395000,13400 Del Monte,"Seal Beach, CA",1000.0,2.0,3648
9564,5.0,495000,433 Aries Lane,"San Bernardino, CA",,2.1,9564
4546,3.0,849888,20 Woodland Drive,"Irvine, CA",1851.0,2.1,4546
11716,3.0,495000,20433 Highway 76,"Pauma Valley, CA",1653.0,2.0,11716
9860,4.0,650000,6861 Gloria Street,"Chino, CA",2182.0,3.0,9860
11350,2.0,369000,3840 Gamma St,"San Diego, CA",669.0,1.0,11350
2018,5.0,585000,7101 Eastondale,"Long Beach, CA",1875.0,3.0,2018
8445,3.0,229900,14328 La Paz Drive,"Victorville, CA",1637.0,2.0,8445
5473,2.0,209999,47800 Madison Street,"Indio, CA",1120.0,2.0,5473
566,5.0,1598800,918 Appalachian,"Claremont, CA",4502.0,4.1,566
3376,2.0,1499000,2021 Vista Caudal,"Newport Beach, CA",1742.0,2.0,3376
1474,2.0,399900,6212 S Budlong Avenue,"Los Angeles, CA",706.0,1.0,1474
7087,5.0,633000,8592 Barnwood Lane,"Riverside, CA",4104.0,4.0,7087
9646,3.0,519900,11106 Kenyon Way,"Rancho Cucamonga, CA",1485.0,2.1,9646
3017,2.0,995000,3335 BENNETT Drive,"Los Angeles, CA",1497.0,2.0,3017
2750,3.0,799000,2846 Griffin Avenue,"Los Angeles, CA",1705.0,3.0,2750
11159,2.0,229500,1930 San Marcos Blvd,"San Marcos, CA",1776.0,2.0,11159
5796,4.0,334900,15297 Black Shadow Drive,"Moreno Valley, CA",1432.0,2.0,5796
5757,4.0,340000,33185 Cathedral Canyon Drive,"Cathedral City, CA",1827.0,2.0,5757
10325,4.0,699000,27613 Alpen,"Lake Arrowhead, CA",2873.0,3.1,10325
4133,4.0,679000,1218 W Woodcrest Avenue,"Fullerton, CA",1770.0,2.0,4133
5820,2.0,339000,85588 Treviso Drive,"Indio, CA",1736.0,2.0,5820
8993,2.0,349000,250 Coburn Street,"Colton, CA",1225.0,2.0,8993
6336,3.0,445000,1467 Adobe Way,"Palm Springs, CA",1475.0,2.0,6336
8065,3.0,929000,80570 Via Talavera,"La Quinta, CA",3264.0,3.1,8065
2818,4.0,855000,20575 Starshine Road,"Walnut, CA",2265.0,3.0,2818
1136,2.0,399999,13268 Judd Street,"Los Angeles, CA",680.0,1.0,1136
7379,4.0,739000,628 Desert Way,"Palm Springs, CA",2394.0,4.0,7379
3122,4.0,1299900,217 Desert Bloom,"Irvine, CA",2817.0,3.0,3122
11989,5.0,539999,4722 Carbine Way,"San Diego, CA",2021.0,3.0,11989
10593,,819000,954 TIROL Way,"Lake Arrowhead, CA",2820.0,3.0,10593
7417,6.0,728800,6977 Jetty Court,"Mira Loma, CA",4120.0,4.1,7417
7065,4.0,595000,73050 Amber Street,"Palm Desert, CA",2907.0,3.1,7065
11228,2.0,247000,9255 N Magnolia Ave,"Santee, CA",1466.0,2.0,11228
54,3.0,255000,1456 BRADFORD Avenue,"Rosamond, CA",1484.0,2.0,54
3287,4.0,1599000,35415 Paseo Viento,"Dana Point, CA",3467.0,3.1,3287
10717,5.0,1299000,1596 Triton St,"Carlsbad, CA",3606.0,4.0,10717
4393,3.0,749000,5562 Alfred Avenue,"Westminster, CA",1191.0,2.0,4393
336,4.0,1195000,7040 E Mezzanine Way,"Long Beach, CA",2055.0,2.0,336
2808,4.0,799000,2954 Falconberg Drive,"La Verne, CA",2563.0,2.1,2808
4076,2.0,650000,9100 Walker Street,"Cypress, CA",844.0,2.0,4076
3951,3.0,615000,1203 S Courtright Street,"Anaheim, CA",1281.0,2.1,3951
6275,,399000,14125 Four Winds Road,"Riverside, CA",1581.0,2.0,6275
11151,2.0,219900,1930 W San Marcos Blvd,"San Marcos, CA",1440.0,2.0,11151
816,3.0,294900,1726 Sierra View Avenue,"Lancaster, CA",1672.0,3.0,816
7851,2.0,800000,33241 Hwy 74,"Hemet, CA",1244.0,1.0,7851
7855,3.0,840000,1211 PASATIEMPO Road,"Palm Springs, CA",1670.0,3.0,7855
9077,3.0,390000,671 N Millard Avenue,"Rialto, CA",1290.0,2.0,9077
2345,3.0,650000,192 Cherokee,"Topanga, CA",1875.0,3.0,2345
5636,2.0,299000,1828 Litchfield Drive,"Banning, CA",1683.0,2.0,5636
11458,3.0,419000,2847 Emerald Dr,"Oceanside, CA",1040.0,1.1,11458
4877,4.0,968000,52 Lewis,"Irvine, CA",2078.0,2.1,4877
5466,1.0,229000,362 N Franklin Street,"Hemet, CA",740.0,1.0,5466
11189,,289000,1321 Greenfield Dr,"El Cajon, CA",1024.0,1.1,11189
2887,1.0,798000,2146 FARGO Street,"Los Angeles, CA",608.0,1.0,2887
6659,2.0,499000,80592 Camino Santa Elise,"Indio, CA",2596.0,2.1,6659
6625,,498500,31447 Janelle Lane,"Winchester, CA",2862.0,3.0,6625
10294,3.0,750000,2949 BUCKHAVEN Road,"Chino Hills, CA",2185.0,2.1,10294
3388,7.0,1899000,34652 Via Catalina,"Dana Point, CA",5300.0,4.2,3388
1165,3.0,380000,3637 DESERT OAK Drive,"Palmdale, CA",2177.0,3.0,1165
9161,3.0,424000,7562 Honeysuckle Street,"Fontana, CA",1617.0,2.1,9161
1227,3.0,399000,1766 Aralia Drive,"Pomona, CA",1084.0,1.0,1227
200,4.0,299000,2300 Askin Court,"Pine Mountain Club, CA",2300.0,3.0,200
9867,4.0,645000,17604 Wildflower Place,"Chino Hills, CA",1868.0,3.0,9867
9,4.0,690000,2306 Lark Court,"Salton City, CA",3932.0,5.1,9
1819,2.0,499999,5214 S St Andrews Place,"Los Angeles, CA",1172.0,1.0,1819
6006,4.0,349900,459 Memphis Court,"Hemet, CA",2838.0,3.0,6006
2560,4.0,749000,12654 Darla Avenue,"Granada Hills, CA",2264.0,2.0,2560
2301,3.0,669990,4803 Brayton Avenue,"Long Beach, CA",1592.0,2.0,2301
10305,4.0,748000,2055 BIG OAK Avenue,"Chino Hills, CA",2098.0,2.1,10305
1739,3.0,525000,4123 Rio Hondo Avenue,"Rosemead, CA",1136.0,2.0,1739
5243,5.0,1577000,935 Randall Ranch Road,"Corona, CA",5401.0,5.0,5243
9157,3.0,419900,12310 Whistler Street,"Grand Terrace, CA",1488.0,2.0,9157
10940,4.0,1950000,3238A Emerson,"San Diego, CA",2630.0,2.1,10940
6938,4.0,619000,23500 Placer Hills Court,"Perris, CA",2320.0,2.0,6938
7930,5.0,899900,21017 Cashew Street,"Wildomar, CA",4002.0,5.0,7930
11717,3.0,489000,102 Cityscape Glen,"Escondido, CA",2071.0,2.1,11717
4612,5.0,849900,21511 Via Invierno,"Lake Forest, CA",2474.0,2.1,4612
8871,3.0,305000,25456 TOLUCA Drive,"San Bernardino, CA",987.0,2.0,8871
9429,4.0,460900,3878 Vine Maple Road,"San Bernardino, CA",2087.0,2.1,9429
11937,3.0,519000,301 Sarah Count,"El Cajon, CA",1457.0,2.1,11937
1937,2.0,564900,10026 Breidt Avenue,"Tujunga, CA",,1.0,1937
8529,3.0,259000,18037 Mondamon Road,"Apple Valley, CA",1730.0,2.0,8529
10364,,799000,30665 Mc Lean Street,"Highland, CA",4133.0,3.1,10364
6478,3.0,449900,31540 Via Cordoba,"Temecula, CA",1791.0,2.1,6478
398,4.0,1255000,3274 Garden Avenue,"Los Angeles, CA",2500.0,3.0,398
2789,5.0,817995,18845 Annmae Place,"Saugus, CA",3159.0,4.0,2789
11921,4.0,535000,211 Avenida Del Gado,"Oceanside, CA",1935.0,3.0,11921
4716,4.0,879000,30 Freeman Lane,"Buena Park, CA",2758.0,3.0,4716
1744,4.0,550000,444 Abelian Avenue,"West Covina, CA",1440.0,2.0,1744
4504,3.0,789900,46 La Costa Court,"Laguna Beach, CA",1606.0,2.1,4504
8588,2.0,294999,856 W 20th Street,"San Bernardino, CA",947.0,1.0,8588
11722,3.0,490000,228 E Orlando,"Chula Vista, CA",1042.0,1.0,11722
8145,4.0,1050000,27358 N Bay Road,"Lake Arrowhead, CA",2972.0,4.0,8145
3876,2.0,599000,1741 Tustin Avenue,"Costa Mesa, CA",1044.0,2.0,3876
10704,2.0,1250000,976 Archer,"San Diego, CA",1157.0,2.0,10704
10318,4.0,749700,26385 Walnut Hills Drive,"Lake Arrowhead, CA",3354.0,2.1,10318
4591,3.0,899000,24321 Los Serranos Drive,"Laguna Niguel, CA",2477.0,2.0,4591
6748,3.0,589000,78496 Kensington Avenue,"Palm Desert, CA",2439.0,3.0,6748
8901,4.0,369900,22567 Ocotillo Way,"Apple Valley, CA",2060.0,3.0,8901
7559,5.0,749900,33029 Sage Court,"Temecula, CA",3983.0,4.0,7559
5821,3.0,309900,84137 Bella Roma Lane,"Coachella, CA",1607.0,2.0,5821
2954,4.0,999999,23361 Aetna Street,"Woodland Hills, CA",2481.0,3.2,2954
956,3.0,345000,3757 Cocina Lane,"Palmdale, CA",1218.0,2.0,956
5574,3.0,264900,13252 Santa Ysabel Drive,"Desert Hot Springs, CA",1594.0,2.0,5574
11525,3.0,429000,10395 Oak Grove Drive,"Descanso, CA",1680.0,2.0,11525
5859,3.0,335000,1194 Corte Las Lunas,"San Jacinto, CA",1555.0,2.0,5859
2029,3.0,595000,342 Greendale Drive,"La Puente, CA",1769.0,3.0,2029
5977,3.0,395000,27712 San Martin Street,"Cathedral City, CA",1680.0,2.0,5977
11852,3.0,524900,1823 Saint Thomas Road,"Vista, CA",1400.0,2.1,11852
3857,3.0,608000,1103 W Walnut Avenue,"Orange, CA",1200.0,2.0,3857
8198,5.0,1326000,16429 Viewcrest Road,"Chino Hills, CA",4411.0,5.1,8198
5084,,1490000,46306 Nandina Court,"Indian Wells, CA",4039.0,3.1,5084
2553,3.0,799000,148 ANDRE Street,"Monrovia, CA",1860.0,2.0,2553
10713,4.0,1225000,6385 Paseo Descanso,"Carlsbad, CA",2860.0,3.1,10713
7546,4.0,775000,7303 Lichen Drive,"Corona, CA",2782.0,3.0,7546
4572,3.0,849900,561 S Weymouth Court,"Anaheim Hills, CA",2061.0,2.0,4572
5308,4.0,1895000,72286 Bajada Trail,"Palm Desert, CA",3752.0,3.1,5308
9614,4.0,526990,3874 Manitoba Place,"Ontario, CA",2322.0,3.0,9614
8725,3.0,335000,34643 Avenue D,"Yucaipa, CA",1224.0,2.0,8725
5113,3.0,1050000,77315 Coyote Creek,"Indian Wells, CA",3332.0,3.1,5113
3598,2.0,349900,123 Via Estrada #B,"Laguna Woods, CA",940.0,2.0,3598
3717,3.0,549000,1436 S Citrus Avenue,"Fullerton, CA",1781.0,2.0,3717
8375,2.0,245000,40233 Mahanoy Lane,"Big Bear, CA",864.0,1.0,8375
3054,4.0,1295000,36 Indian Pipe,"Rancho Santa Margarita, CA",4108.0,3.1,3054
5011,4.0,1495000,365 Pablo Drive,"Palm Springs, CA",2972.0,3.1,5011
11687,3.0,479900,7403 Guthrie Way,"San Diego, CA",1350.0,1.1,11687
10223,4.0,709999,6647 Mulberry Street,"Rancho Cucamonga, CA",2776.0,3.0,10223
9888,4.0,612000,5515 Pine Leaf Avenue,"Fontana, CA",3315.0,3.0,9888
10967,5.0,1975000,8116 Pale Moon Road,"San Diego, CA",5586.0,5.1,10967
9426,3.0,473800,4211 Wintress Drive,"Chino, CA",,2.1,9426
11089,1.0,199900,1641 Pentecost,"San Diego, CA",668.0,1.0,11089
1300,3.0,399999,1722 W Avenue K4,"Lancaster, CA",1664.0,2.0,1300
9416,3.0,479900,53909 Ridge Road,"Yucca Valley, CA",1651.0,2.1,9416
11858,4.0,549000,4 S U Ave,"National City, CA",1704.0,2.0,11858
11323,2.0,339900,3053 Chamoune Ave,"San Diego, CA",676.0,1.0,11323
1016,1.0,305000,736 E 10th Street,"Pomona, CA",389.0,1.0,1016
10391,5.0,769900,1775 Wright Place,"Upland, CA",3519.0,4.1,10391
7746,4.0,899935,762 Skylar Lane,"Palm Springs, CA",2972.0,4.1,7746
9431,4.0,459000,14053 Capri Court,"Fontana, CA",1814.0,2.1,9431
2619,2.0,749000,6219 STRICKLAND Avenue,"Los Angeles, CA",1100.0,1.0,2619
6147,3.0,419880,13438 Blackdeer Drive,"Corona, CA",1320.0,2.1,6147
9113,3.0,429900,230 Nanette Street,"Redlands, CA",1587.0,2.0,9113
11082,6.0,1945000,Address not provided,"San Diego, CA",4618.0,5.1,11082
11457,2.0,399000,5402 Balboa Arms Drive,"San Diego, CA",766.0,2.0,11457
11290,2.0,350000,3283 Buena Hills,"Oceanside, CA",827.0,1.0,11290
573,5.0,1999000,1253 S STANLEY Avenue,"Los Angeles, CA",2300.0,4.0,573
9141,4.0,439000,720 Solano Way,"Redlands, CA",1931.0,2.1,9141
11452,4.0,449000,521 Twin Palm Cir,"Fallbrook, CA",1548.0,2.0,11452
661,4.0,255000,45437 Andale Avenue,"Lancaster, CA",1204.0,2.0,661
7042,4.0,629900,19247 Buckboard Lane,"Riverside, CA",3146.0,3.0,7042
9760,4.0,549000,11738 Wiley Street,"Loma Linda, CA",2687.0,3.1,9760
6521,4.0,499900,1049 Viewpointe Lane,"Corona, CA",,3.0,6521
10417,4.0,750000,26466 Hillcrest Lane,"Lake Arrowhead, CA",4337.0,5.1,10417
3503,2.0,248900,13311 Del Monte Drive,"Seal Beach, CA",750.0,1.0,3503
11493,2.0,449000,3942 Valeta St,"San Diego, CA",976.0,1.1,11493
9124,3.0,423500,12266 Ridge Crest Drive,"Yucaipa, CA",1882.0,2.0,9124
3301,5.0,1599000,2615 Redlands Drive,"Costa Mesa, CA",2608.0,3.0,3301
7768,4.0,800000,16563 Fox Glen Road,"Riverside, CA",2775.0,3.0,7768
7575,4.0,799000,760 Raphael Circle,"Corona, CA",2975.0,3.0,7575
4696,3.0,849900,2424 N Park Boulevard,"Santa Ana, CA",,3.0,4696
6951,5.0,610000,271 Sierra Madre Way,"Corona, CA",2166.0,3.0,6951
3208,5.0,1399000,20 Orion Way,"Coto de Caza, CA",3879.0,4.1,3208
9878,4.0,615000,13932 Westwood Way,"Rancho Cucamonga, CA",2378.0,2.1,9878
5924,3.0,394900,42672 Capri Drive,"Bermuda Dunes, CA",2239.0,3.1,5924
4677,4.0,889990,948 Aurora Lane,"Costa Mesa, CA",2401.0,3.0,4677
10116,5.0,650000,8588 Pico Avenue,"Hesperia, CA",4488.0,4.1,10116
1343,1.0,424900,23136 Schumann Road,"Chatsworth, CA",653.0,1.0,1343
2703,4.0,748000,12736 Carinthia Drive,"Whittier, CA",1888.0,2.0,2703
10160,4.0,649000,42725 Tannenbaum,"Big Bear, CA",3857.0,4.1,10160
7508,3.0,780000,73429 Bursera Way,"Palm Desert, CA",2456.0,3.0,7508
4907,4.0,968888,8 Carlton,"Irvine, CA",2470.0,2.1,4907
11727,2.0,499000,3306 Oak Grove,"Julian, CA",1218.0,2.0,11727
6677,4.0,521800,25073 Pacific Crest Street,"Corona, CA",3200.0,4.0,6677
191,2.0,350000,2222 Gimmewald Place,"Pine Mountain Club, CA",852.0,1.0,191
116,2.0,249000,2309 Symonds Drive,"Pine Mountain Club, CA",1378.0,2.0,116
2188,4.0,625000,15138 Gardenhill Drive,"La Mirada, CA",1387.0,2.0,2188
8176,3.0,995000,251 Eagle Drive,"Big Bear, CA",4227.0,2.1,8176
5246,3.0,1775000,38660 De Portola Road,"Temecula, CA",2800.0,2.0,5246
11180,,249000,1010 Palm Canyon,"Borrego Springs, CA",1956.0,2.0,11180
4999,4.0,1199000,38312 Corte Alegria,"Temecula, CA",3034.0,3.0,4999
449,3.0,1125000,451 Camillo Road,"Sierra Madre, CA",1641.0,2.0,449
8444,4.0,249900,5729 Buena Suerte Road,"Yucca Valley, CA",1520.0,2.0,8444
6967,5.0,630000,35145 El Niguel Road,"Lake Elsinore, CA",2760.0,3.0,6967
1565,3.0,469900,1215 N Willow Avenue,"Compton, CA",1189.0,2.0,1565
6571,4.0,499900,8718 Oakthorn Circle,"Riverside, CA",2155.0,3.0,6571
11910,3.0,538800,15655 Vista Vicente Drive,"Ramona, CA",2213.0,2.1,11910
2678,3.0,799900,539 W GLADSTONE Street,"San Dimas, CA",2560.0,3.0,2678
4985,5.0,1495000,23000 Banbury Court,"Murrieta, CA",4229.0,4.0,4985
11827,3.0,500000,510 S Hayden Dr,"Escondido, CA",1360.0,2.0,11827
3480,2.0,205000,40 Calle Aragon,"Laguna Woods, CA",1040.0,2.0,3480
780,1.0,250000,2004 Old Nadeau Road,"Palmdale, CA",556.0,1.0,780
4445,4.0,769999,358 S Liberty Way,"Orange, CA",2315.0,4.0,4445
1717,,539950,11728 Studebaker Road,"Norwalk, CA",1038.0,1.0,1717
9665,5.0,589000,1683 Mulberry Avenue,"Upland, CA",2174.0,2.1,9665
6377,5.0,455500,26681 N Fork Way,"Menifee, CA",3399.0,3.0,6377
4451,3.0,749990,23712 Calle Hogar,"Mission Viejo, CA",1330.0,2.0,4451
6709,2.0,560000,2559 Cheryl Lane Lane,"Palm Springs, CA",1516.0,2.1,6709
7681,4.0,799000,80668 Via Tranquila,"La Quinta, CA",3502.0,3.1,7681
562,3.0,1795000,9270 AIRDROME Street,"Los Angeles, CA",1897.0,2.0,562
737,4.0,230000,416 E Kildare Street,"Lancaster, CA",1248.0,2.0,737
5712,,339900,82577 Lincoln Drive,"Indio, CA",2005.0,2.0,5712
7046,4.0,629000,29875 Smugglers Point Drive,"Canyon Lake, CA",2718.0,3.1,7046
4189,3.0,695000,413 Paseo Ganso,"San Clemente, CA",1526.0,2.0,4189
10312,5.0,747000,3772 Pilgrims Way,"Chino, CA",3279.0,4.0,10312
6988,4.0,628800,72873 Willow Street,"Palm Desert, CA",2684.0,3.0,6988
5615,4.0,257000,83506 Dillon Avenue,"Indio, CA",1170.0,2.0,5615
1393,2.0,450000,432 W 51st Street,"Los Angeles, CA",1304.0,1.0,1393
11837,3.0,529999,533 Rogue Road,"El Cajon, CA",1432.0,2.0,11837
9910,4.0,629900,2274 Verbena Avenue,"Upland, CA",2178.0,3.0,9910
10651,4.0,989000,116 Marina Point Drive,"Big Bear, CA",3008.0,3.1,10651
6278,4.0,415000,7344 Vega Avenue,"Belltown, CA",1536.0,2.0,6278
4675,3.0,829000,28 Calle Akelia,"San Clemente, CA",2088.0,2.1,4675
7907,4.0,929000,45449 Indian Wells Lane,"Indian Wells, CA",2667.0,4.0,7907
3095,5.0,1199000,6111 Hamshire Drive,"Huntington Beach, CA",2344.0,3.0,3095
576,4.0,1865000,14712 Addison Street,"Sherman Oaks, CA",2700.0,5.0,576
7692,3.0,889900,2125 Girasol Avenue,"Palm Springs, CA",2516.0,3.0,7692
8738,4.0,319800,18747 Corwin Road,"Apple Valley, CA",2194.0,3.0,8738
2854,4.0,869000,2339 Jamestown Court,"Claremont, CA",2227.0,2.1,2854
11226,2.0,259900,276 N EL CAMINO REAL,"Oceanside, CA",1248.0,2.0,11226
162,4.0,335000,11104 Cypress Falls Ave,"Bakersfield, CA",2043.0,2.0,162
8540,3.0,280000,402 Hartzell Avenue,"Redlands, CA",960.0,1.0,8540
2989,3.0,975000,2351 MARISCAL Lane,"Los Angeles, CA",2037.0,2.0,2989
9947,5.0,615000,33329 Gold Mountain Road,"Yucaipa, CA",3850.0,3.1,9947
10,3.0,1350000,38833 Gorman Post Road,"Gorman, CA",4044.0,2.1,10
9148,4.0,419900,29461 Polo Street,"Highland, CA",1946.0,3.0,9148
9844,5.0,575000,1331 Blossom Avenue,"Redlands, CA",3040.0,3.0,9844
11560,3.0,396000,146 fargo glen,"Escondido, CA",1476.0,2.0,11560
4601,,889000,26751 Avenida Domingo,"Mission Viejo, CA",2324.0,3.0,4601
7817,3.0,899000,50888 Cereza,"La Quinta, CA",2910.0,3.1,7817
10442,6.0,799880,8375 Garlock Street,"Oak Hills, CA",4381.0,4.1,10442
9470,3.0,525000,8308 9th Street,"Rancho Cucamonga, CA",1713.0,1.0,9470
9400,4.0,460000,6452 CEDAR Avenue,"Angelus Oaks, CA",2364.0,2.1,9400
4105,4.0,650000,1502 Eastside Avenue,"Santa Ana, CA",1421.0,2.0,4105
2057,3.0,629825,8414 N Fusion Way,"Northridge, CA",1643.0,3.1,2057
9748,4.0,559900,7223 Agate Street,"Alta Loma, CA",1899.0,2.0,9748
5752,4.0,350900,1485 Avila Drive,"Perris, CA",2181.0,2.1,5752
5357,3.0,228000,27788 Harrison Avenue,"Menifee, CA",1152.0,2.0,5357
7395,4.0,739900,16149 Sierra Heights Drive,"Riverside, CA",3138.0,2.1,7395
9811,5.0,585000,6234 Eaglemount,"Fontana, CA",3425.0,3.0,9811
2493,3.0,724998,1455 Wells Avenue,"Claremont, CA",1688.0,2.0,2493
6198,4.0,399000,41898 Saddleback Drive,"Aguanga, CA",2303.0,3.0,6198
8768,4.0,350000,1059 N Sierra Way,"San Bernardino, CA",1528.0,1.1,8768
5690,3.0,287000,52185 Avenida Vallejo,"La Quinta, CA",1665.0,2.0,5690
4964,5.0,1295000,81015 Golf View Drive,"La Quinta, CA",3698.0,4.1,4964
7867,4.0,860000,37550 Avenida Bravura,"Temecula, CA",3550.0,3.1,7867
504,4.0,1599000,271 LA FOLLETTE Drive,"Los Angeles, CA",1820.0,3.0,504
2447,4.0,699000,24331 Taranto Avenue,"Valencia, CA",1839.0,3.0,2447
5903,3.0,389900,184 Walker Avenue,"Riverside, CA",1837.0,2.0,5903
5262,4.0,1750000,40420 Calle Cancion,"Temecula, CA",3500.0,4.0,5262
4615,4.0,865000,22331 Destello,"Mission Viejo, CA",2150.0,3.0,4615
6504,4.0,539900,31416 Emperor Drive,"Riverside, CA",2875.0,4.1,6504
2984,4.0,968000,17 Turning Leaf Way,"Azusa, CA",3691.0,4.0,2984
9543,4.0,515000,17984 VALERIAN Way,"San Bernardino, CA",2690.0,3.0,9543
8501,4.0,299000,14616 Crossing,"Victorville, CA",2747.0,2.1,8501
11709,2.0,459000,1722 E 10Th St,"National City, CA",883.0,2.0,11709
2013,4.0,559000,12068 Abingdon Street,"Norwalk, CA",1613.0,2.0,2013
4408,4.0,799000,9809 Holder Street,"Cypress, CA",2281.0,2.1,4408
7158,3.0,695000,44840 Doral Drive,"Indian Wells, CA",2855.0,3.0,7158
10819,2.0,1097900,1388 Kettner Blvd,"San Diego, CA",1383.0,2.0,10819
11187,3.0,249900,12813 Estrella Vista,"Poway, CA",1920.0,2.0,11187
6523,3.0,514888,356 W Cortez Road,"Palm Springs, CA",1249.0,2.0,6523
10759,3.0,1050000,4971 Kensington Dr,"San Diego, CA",1577.0,3.0,10759
10506,4.0,860000,9220 Hermosa Avenue,"Yucca Valley, CA",3092.0,4.1,10506
4071,3.0,649900,505 N Hawthorn Street,"Anaheim, CA",1736.0,2.0,4071
