index,retail_price
6447,530834.6777568678
11391,529499.1222734298
1543,856333.4666827813
11591,645532.2103229868
8454,563269.4471076571
5797,502363.36280399957
10597,838338.4872294281
3526,406848.62316184246
6680,778862.380199259
2605,518776.3660416736
2418,659818.6699693829
2135,669660.2732326102
6813,720724.7542730405
11227,743070.1683195123
9601,517392.13685295405
3858,448332.6763591704
8446,687850.0740924112
5965,582647.3244408811
1541,358157.1064449313
2630,618287.537378437
8056,777779.223274409
2918,726062.5926921096
2762,827860.8204210644
4153,559161.1763174188
4415,729619.113556876
8694,621604.8200608357
8014,1221029.2524138317
10075,691805.0146316098
7836,564501.6773541858
6253,570630.5038810945
8310,541912.768195985
2803,475469.7671374495
7153,1002712.0147178966
7589,924604.8646892378
3736,582743.0775397805
10072,646321.8671219776
5906,596141.2016677741
4990,835418.0299097983
1667,391226.6080320082
229,762951.1218729267
644,348862.9961778147
9794,767984.9624076142
1475,379757.28046833246
7590,734125.8040215465
10849,577308.154712963
3213,740803.4548534149
7242,864135.7655949078
5457,476306.5033300583
1000,578693.7152105315
9403,771100.2411336916
4702,636238.1000558703
3958,615827.333814741
10387,764381.0991464154
4925,1278616.4597234274
9449,579483.3720095223
911,562280.7119728575
6932,769872.2678165241
6605,661199.9735375901
9726,592536.0070977263
3669,368439.95184684754
10068,930137.5245147544
424,1123589.9731367182
5756,687852.9997129235
11269,402542.6053446442
5889,524906.5238774313
6798,827218.905634903
9349,604005.3346614022
10995,1152809.4537331692
7574,896170.783962416
1037,566482.0732442974
4187,658190.9456689345
5509,543494.7444116644
5674,499001.6633456808
352,857717.6958715009
4624,649885.5705366175
9577,669306.2703340983
3230,731311.5975593384
575,693192.1694408415
556,677067.0780908167
541,651814.3671009354
10973,1121952.1406658837
2659,534945.8741676185
7554,684886.7943085246
7660,892809.0845040972
2080,645378.8800719471
84,578891.4622374914
726,802150.7812957613
9814,747968.0959087415
4356,530838.9346862291
8809,609936.414161351
2209,660411.9110502627
5792,497373.9390452324
6519,688002.0730346021
283,647751.8443954661
469,543053.5022729755
11369,553382.0957596608
1013,666298.5737742914
2484,609347.4300098325
10008,1003702.3441643595
164,591500.1925693087
1434,484961.62443152606
9873,787122.0072468069
6606,758535.9275777944
11930,467357.8821027312
6648,796020.6234600038
8408,559314.5065684586
5912,612310.7097937191
2676,696356.1218722004
6380,585766.8600963198
4874,739906.2158881535
382,991294.2864800146
1498,429346.03615050507
7591,885645.7747576198
8315,501131.13255747093
4913,796172.6224021945
6017,649927.0616920253
8285,1579985.8544308688
10285,1141288.5268436996
4115,436270.10771461483
4685,496780.69796435256
5071,1268875.2560765971
11609,356468.87937183015
9733,665659.5846086426
7971,1224829.2683903272
4652,546217.4547043344
79,406057.63505400275
4934,985902.1861174538
3137,705300.4861701662
8512,565992.157400327
4751,804674.4132526225
7516,842931.0856254266
3547,499245.1584574098
1431,784703.2948385187
9859,612157.3795426793
9839,616264.3190240687
4290,449805.4760969157
1818,501222.6287270091
10371,736890.0054696242
6851,954855.9028847453
8989,496978.44499131246
10966,685478.7040805555
344,1186866.0961433826
3535,407837.35829664214
3203,573156.7984556535
2478,366660.2286042082
7220,920645.667220678
1163,723446.1332568615
7800,1056543.6228269169
7776,719780.435914161
5240,1159770.4965205113
94,506820.0482545397
11893,534200.6341445479
8429,518532.87092994456
10260,801796.7783972494
1558,445412.2190395406
3996,532420.9109019085
5424,440422.7952807733
6411,748952.5741141797
5110,1042108.0898588422
7354,877582.5634281829
544,383712.221007531
11110,357214.1193949008
9813,552393.3606248612
11871,515216.9195563949
11501,390040.12587024865
8143,1186816.0911292522
7632,621409.9986543881
960,614139.1067416398
9954,735555.781295035
7447,997811.4245109695
1866,1106437.70770232
290,857322.2018175811
1128,384503.2091153707
6540,598376.921736986
3186,682114.0790017244
8023,854248.4142469115
3801,458859.0168728157
8288,1431033.669424762
11484,549472.9033052314
4000,483379.6482158466
9758,971376.48828869
2526,375710.84375959577
2777,477447.2374070488
8665,454113.0882257774
6560,586602.2649800796
10505,860927.3963876289
10934,1228692.7127599875
7943,810897.3985667672
6344,831615.0883127906
9051,617604.131436868
2598,644941.8948626193
2825,485661.11636982753
1057,639450.7261925105
10535,883972.3023724022
5462,543144.9984425136
9136,516555.4006603452
8490,404673.4058652833
875,483927.1412119573
8474,532267.5806508687
11006,705999.9781084678
9196,662932.6173866114
7437,856621.3785704306
10500,977596.8109851369
3811,561731.8876678979
3715,725317.352669039
3814,649333.8206111456
5634,566235.652512056
7331,845255.3762436643
6279,634263.5554067832
2573,718899.2829456321
4307,550963.3833513726
1174,370660.9172281758
9759,858904.1780332605
9314,756866.7121219381
8141,1084824.3733026986
1702,508250.0255280284
1420,851739.5369779341
6026,606971.540065801
5732,634654.7925313419
7126,970873.4120684994
7304,519962.8482034331
4940,1234716.6197383236
3861,588032.2422535683
2541,591393.941711887
5565,607719.705709384
3601,560151.2427610673
10804,881450.2647272045
11102,356423.1312870611
8617,532968.4038980192
7222,815597.5791290364
2141,509877.7498284768
1356,845655.1272269454
3098,878432.4599970119
7935,994755.0542458815
4318,447541.68825133075
8217,886439.6884859718
570,1297954.1772100925
8368,508691.2676667173
3051,722305.399179871
7964,883668.3044880204
1949,535584.8633332674
5593,581705.6686996995
5919,640390.7876220287
7360,1224342.2781668692
1009,546855.1125611343
11896,447298.19313960173
6972,847237.1034426248
3802,549031.6611665424
4955,1344272.7296034843
4734,703824.7608119086
9295,453717.5941718576
9092,759391.675387648
9045,565003.4222655274
7060,694816.9681207777
11118,549472.9033052314
8021,759239.6764454573
6460,625608.4343053156
3806,374372.36265564535
3385,1457583.370363186
11478,470130.5974095315
4657,607716.7800888717
5592,506561.79845492716
928,360727.8177954104
2146,528268.22333575
1988,653003.7748832073
397,968549.1214502616
1538,459101.1806756957
7014,818016.2915373247
2667,738476.2386146649
1822,426975.99744749826
1323,739023.7316107756
5926,546658.6968430233
5423,540772.0341189946
5200,1224631.5213633673
7318,689871.9611379306
4840,585415.78281832
2861,816829.8093755651
631,423218.8039352597
5760,567619.8817007756
4321,561291.9768380579
3205,952333.8652395477
6745,1050172.8954999424
3026,1049340.416236695
5768,640786.2816759485
3431,492719.50656773226
873,574343.2806174131
11186,893753.4028629767
4007,513789.8679034186
1852,505086.0730966695
9644,949318.9861298674
10648,605587.3108770816
3803,524357.6995724717
2532,520997.33142300183
9072,501374.62766919995
1776,514669.42656028416
10148,759040.5981096484
341,418515.6977524782
10816,803884.7564536316
10579,938945.9758672618
7671,860638.1531911307
6751,665153.5827679398
4828,680734.1067423662
3359,949565.4068621086
1380,366264.73455028835
6326,505086.0730966695
9874,578450.2200988025
5829,535827.0271361475
10073,730170.8634823479
2448,426227.8318039153
8012,1118836.861939806
3557,471560.57468302007
7975,965292.0785377013
1459,764183.3521194555
10162,873293.9629165662
4046,561534.140640938
160,553731.8417288116
851,436315.85579938395
533,583833.8066026405
10385,794240.9002173644
11271,540572.9557831857
7942,1000189.9770726989
5968,603168.5984687933
7431,930732.096904483
2179,648942.583486587
2014,458019.3550596945
2391,693785.4105217214
3894,510178.8220923462
6110,650037.5694788084
9524,592186.2611285755
2626,704459.4930481962
5602,604445.2454912422
9880,593170.739334014
6390,596139.8703589252
4774,707425.698452595
955,530641.1876592692
8128,825328.6746054807
4021,460395.245003726
4255,556941.5422449395
9027,632088.3381102241
8829,500827.13467308925
6793,776245.920764011
7775,706284.9643756046
8623,522334.4812181033
11432,639645.5475989581
2868,493662.4936177628
5755,598468.4179065241
3945,547888.0014690396
10650,1080224.5923568266
6513,632480.9065436317
3953,611171.570028392
5721,543296.9973847045
2552,593524.742232526
4600,672424.474680688
2865,540528.5390072656
1747,538508.2462734096
9479,619779.3487334272
6739,358902.34646800195
3689,505177.56926620763
4371,708660.854319636
10867,877294.6515405338
5224,1188000.9789793482
11777,475028.52499876055
2871,458262.8501714235
7599,856621.3785704306
9177,564895.8400992567
3124,880260.8569449327
2981,520997.33142300183
8335,625649.9254607235
11395,495091.1395824024
760,484520.38229283714
2942,607217.9607980424
8371,354293.66207527096
7247,654779.2411964854
6313,536024.7741631074
5336,458068.02876497596
6492,581218.6784762414
11704,573946.4552546443
6960,744256.6504812718
10159,757352.3710365472
1263,411047.05881277
4044,506513.12474964577
8950,458463.52281889576
4521,511170.4828476581
5255,1278220.9656695076
9194,698926.8332226794
6018,841946.6074199883
10878,594911.8970417578
4627,602426.284066235
7667,798483.752644212
8735,455101.823360577
6168,600050.3941222036
9330,736301.0213181057
1588,374965.6037365251
7646,951799.5326196571
8630,559360.2546532276
6845,828055.641827512
1181,370265.42317425594
6209,826321.6666696415
6372,795864.3675884516
11754,467360.80772324355
9943,837984.4843309161
757,534002.887117588
598,1299980.3211849732
10062,683304.8180928451
9011,468350.87416689214
383,752360.0216572676
3833,403287.8453677148
4047,557093.5411871304
1664,354399.91293269274
11230,532223.1638749486
2543,547449.684950863
3324,920008.0093638779
6883,621055.995755876
9560,459999.75094980607
3987,466966.6449781726
11489,373627.1226325747
5359,407837.35829664214
7463,923019.962853046
6784,865078.7526449384
5617,577111.738994852
8292,3891962.705647184
9106,722215.2343191818
5643,342976.33345378604
486,977249.9906364986
3133,966131.7403508223
635,437061.09582245455
7952,888063.155857059
9181,439081.3885563106
9670,584778.1249615201
124,667284.3832885788
2971,513680.6914254845
3711,388062.6556006494
4496,620417.0065902271
7221,766402.9861919348
3879,474283.28497568995
1772,435874.61366069503
4191,520114.847145624
10669,1010970.3104565955
1487,859941.5868733415
7074,932910.2398215547
11046,738476.2386146649
5567,530489.1887170783
5892,355981.8891483721
4167,731205.3467019167
7767,743568.9876103416
8605,604005.3346614022
3872,522883.30552306294
2923,486192.52336920577
6941,840999.3634405964
10147,820739.0018299945
11941,560545.4055061383
1172,377186.5691178534
11302,535980.3573871872
3373,503108.6028270703
7510,731506.418965786
3050,622000.3141147555
6730,707275.0308192532
6339,814563.0959094678
1384,461578.8015449732
11985,547054.1908969431
10382,743219.2416411908
10163,640390.7876220287
5192,1017587.4585158112
8356,379361.7864144126
3718,427610.7296837859
6101,382919.90159084235
9381,503944.0077108301
8083,961534.8850254627
4265,541759.4379449452
6759,761612.6407689763
4939,1275601.580613747
8223,1478393.8875875967
526,591501.5238781576
3555,405904.3048029629
6179,583833.8066026405
8959,426180.7524102973
5952,678011.3964496963
3538,427612.0609926348
3182,570235.0098271747
11956,569247.606001224
3129,966085.9922660532
11765,420450.3455578207
8491,365124.00047329784
9919,1072074.141787213
2549,714156.2799191063
6568,759239.6764454573
5974,567862.0455036557
7436,1150234.2224505143
9399,585461.5309030891
6051,388062.6556006494
4094,494057.98767168267
176,633707.54855195
10813,2158003.339855248
957,540482.7909224965
2604,426227.8318039153
11130,580278.6170467231
607,590360.7898011672
5895,638613.9899999017
3767,398892.9939986763
3604,568456.6178933843
8047,1194132.7311267694
929,521742.5714460724
1689,408144.2818015361
5600,568456.6178933843
6099,587790.0784506882
3486,397950.00694864575
3074,840360.3742749476
11318,414011.93290832
5782,707080.2094128055
10836,594516.402987838
9268,538595.4855135864
561,765369.834281215
11250,415989.4031779192
1595,384061.9669766818
8960,597677.4297986844
8450,502758.8568579195
9372,620265.0076480363
4761,600992.0498633853
11078,1006665.6239482462
6428,687852.9997129235
6891,489707.55307856423
8736,652102.2789885846
6236,640832.0297607176
9455,573398.9622585336
6604,634700.5406161109
9631,493616.7455329937
5277,1831369.6680933684
854,451146.8828213785
4997,985007.8727727047
10490,953867.1677499457
789,479074.96170749725
8900,671242.2494482896
3020,605343.8157653526
11885,526138.7541239599
10697,1070384.5834052628
9602,507702.5325319177
1046,563667.8667820893
3891,508493.5206397574
7673,1003855.6744153994
11762,524906.5238774313
8266,898452.252116397
9333,598467.0865976752
10253,913680.1045011602
5936,758296.6893954267
5444,407837.35829664214
4540,628174.8887264334
165,599457.1530413238
6265,684841.0462237556
10262,1014225.7590574925
4082,609146.7573623603
7199,767191.048679262
4292,540968.4498371056
10829,1185032.1109572514
3488,743173.4935564217
8626,672028.9806267682
1808,375756.5918443648
11251,356468.87937183015
4735,817924.7953677865
303,950461.0515157067
7469,848316.0034381137
9439,560743.1525330982
11653,343721.57347685663
4306,515810.1606372746
136,516007.9076642345
2786,969840.2601577797
11948,524556.7779082805
5128,1004099.1695271285
4180,519917.100118664
516,603612.7662279946
2311,401661.4523761153
1815,454067.34014100826
4223,533166.1509249791
11043,1066631.6468223855
3005,963410.6243698158
10932,1373689.9572268953
5987,582694.4038344991
6578,988382.7326072437
1617,312431.7951324191
3900,486297.1799149641
6215,756516.9661527873
2253,503899.5909349099
11080,562280.7119728575
11086,1124480.0295521058
6765,730170.8634823479
4322,530838.9346862291
3143,806545.6326647999
8737,454310.8352527373
1638,780398.6083301693
10826,765415.582365984
10236,819750.266695195
11666,392214.0118579589
11825,511064.23199023644
10596,1058478.2706322595
9441,713757.8602446739
3836,341546.35618029744
5883,601236.8762839631
10141,1110639.0689737601
4213,586755.5952311194
2921,442001.8458759404
7443,352468.1907478625
11995,540968.4498371056
10139,550020.396301342
6969,591349.5249359668
6400,807881.188148238
3087,873981.6257874965
9357,708657.9286991237
8691,600841.3822300433
324,1209663.2500870656
9093,665659.5846086426
7679,1028569.795856029
1144,692994.4224138816
8825,474283.28497568995
3060,943539.9055721093
6436,824298.4483152732
5023,1041715.5214254347
2053,392808.58424768766
7072,735068.791071577
11891,587790.0784506882
11307,554173.0838675005
5149,1445314.2778301337
3113,443039.2547160215
1992,600692.3089083647
587,557534.7833258193
9242,558172.4411826192
9621,555510.233662602
2779,397904.2588638767
11103,623780.0373573948
10587,931827.0828967044
9780,894699.3155335196
6027,465883.48805332254
5513,505177.56926620763
3092,674801.6959335683
8348,507504.78550495766
11801,490103.04713248415
6779,864246.2733816908
8997,549822.6492743822
10747,470328.3444364914
11735,543736.9082145445
2175,1018778.197606932
5672,521742.5714460724
1019,551051.9539003985
9742,841456.6915760179
2618,467559.8860590524
1200,339173.3918567783
7763,717515.0537569126
7449,590403.8752682384
2299,1012553.6179811239
2186,511261.97901719634
5109,520510.3411995438
8965,619082.782415638
8193,764623.2629492955
7064,859101.9250602204
6880,893402.325584977
11652,454508.58227969724
11812,535980.3573871872
4709,655266.2314199434
2520,571924.5682091248
6904,828891.0467112717
5599,481356.4298614783
7254,655815.055724903
3985,465384.66876249324
3721,477842.7314609686
7891,941457.7787567516
10017,782026.3326306179
11277,495091.1395824024
1316,354597.65995965264
5139,1249547.646760318
545,1385405.705522813
3150,814213.3499403169
4018,478390.2244570793
677,493266.99956384295
1302,854899.2324799316
3944,458463.52281889576
4208,652212.7867753676
4584,600053.3197427159
669,447343.9412243708
7422,677961.3914355659
9745,633868.0613528634
2664,663332.3683698926
8467,548925.4103091207
7264,749550.0721244208
2965,732987.9955650684
6108,601920.2822255322
8102,952438.5217853059
9075,508843.2666089081
5031,960397.0765689845
9090,689386.3022233215
1599,441849.84693374956
6918,1043647.2436102648
4359,659970.6689115738
2120,400718.46532608476
5637,530489.1887170783
9030,527872.7292818303
8428,356468.87937183015
8567,602575.3573879135
8619,549229.4081935023
4488,670801.0073096007
9047,530443.4406323093
10670,993170.1524096897
11120,557579.2001017394
11124,502758.8568579195
2710,712814.8731946434
8441,590954.0308820469
419,1138618.7471856726
2132,535584.8633332674
3800,555755.06008318
4144,389005.64265068
3091,803245.7672879827
5371,524556.7779082805
3214,741046.9499651439
7429,591547.2719629267
4258,372043.81510804634
7446,864197.5996764094
5112,1332008.1570026078
9692,786133.2721120074
5448,554021.0849253096
34,992625.5850340914
7275,758250.9413106575
620,651662.3681587445
7333,1024706.3514863687
11338,524508.104202999
9134,546856.4438699832
6220,541166.1968640655
6655,743024.4202347433
4004,521149.3303651927
6821,787517.5013007268
6426,492080.5174020834
363,570540.3390204053
8631,495244.46983344224
7792,1266112.6489401828
5228,1421546.0690600467
9074,583438.3125487207
10961,577402.5765030135
675,461231.98119633476
3476,395972.53667904646
2771,713757.8602446739
8103,1150080.8921994749
399,891927.9315355682
7282,479226.96064968815
11828,694622.1467143302
3529,407837.35829664214
11900,378175.30425265303
4024,507900.2795588776
648,455892.8114684167
5261,1200069.3988649286
1757,352468.1907478625
5778,462570.4623002851
4611,678995.8746551346
2144,552636.8557365902
2748,813026.8677785575
5706,556194.97091302
8153,823111.9661535138
8980,518578.6190147137
3238,821817.9018254834
8150,863496.776429259
5389,549472.9033052314
11276,359587.0837184199
3415,352072.69669394265
447,779451.3643507776
183,664167.7732536524
2291,373779.1215747656
3177,720872.4962858701
5399,508691.2676667173
318,771297.9881606515
134,600050.3941222036
9929,1083196.6490022503
7665,921243.165230919
6879,774751.1837885085
7807,1124278.0255957847
9727,821529.9899378343
1843,466217.14802574075
2787,750975.792468548
3268,640588.5346489886
10933,422029.3961529878
853,632480.9065436317
8814,571816.9860428541
8224,765415.582365984
9100,458705.68662177585
3281,1146719.192741156
1030,492521.7595407723
10353,815004.3380481567
5050,1156010.3773877602
4698,527872.7292818303
10726,535691.1141906892
10138,845852.8742539053
6135,702729.7748196872
10558,1074298.0327890534
2962,705296.2292408049
2490,923765.2028761165
11587,511701.88984703633
10925,1522152.2263890319
5289,2137394.8265871587
9368,890543.7023468489
1695,477842.7314609686
8136,863802.1056224896
1407,460836.4871424149
4399,588032.2422535683
10853,960593.4922870955
5254,1285145.0372336172
3810,437893.57508570206
4519,729973.116455388
7213,878175.8045090627
865,417481.21453290945
11435,496628.6990221617
11275,429044.9638866357
3221,652497.7730425044
4819,703273.0108864366
859,518183.12496079376
1404,402893.68262264394
6387,620816.7575735082
8859,578693.7152105315
1476,634355.0515763215
8248,1009829.576379605
5658,393006.33127464756
5455,382130.2447918516
9289,795076.3051011242
10249,845498.8713553932
4358,449762.653632659
5950,548042.9260317427
9684,670402.5876351686
8386,404673.4058652833
7169,1067176.214197984
5703,477005.9952683599
11464,463255.1995507031
1132,760821.6526611367
527,617056.6384407573
8798,368485.6999316166
8881,378175.30425265303
7629,1174114.5333190477
7696,926182.5839755558
11016,636435.8470828302
11686,639495.1429684306
3290,1136543.9295055103
10230,752272.7824170906
11079,1095654.7117007258
3787,416145.6590494714
5331,513041.70225983567
3704,474283.28497568995
4177,644941.8948626193
2115,336648.42859106837
9351,939036.1407279511
2707,784155.801842408
1520,361960.04804193904
1439,544331.4806042733
7877,834275.9645239589
9352,554568.5779214203
9178,639400.7211783801
1095,557686.7822680101
10398,802150.7812957613
2046,439673.29832834145
5531,508295.7736127974
11031,887081.6032721329
9678,752516.2775288196
10984,1065992.6576567367
6635,558325.771433659
11409,683787.5513869419
2997,758007.4461989285
6952,520358.342257353
3649,501222.6287270091
3627,360378.0718262596
1061,659772.9218846138
2740,552791.7802992933
9987,758554.9391950393
2369,498606.169291761
601,668953.8617472495
5609,572166.7320120049
6398,788304.2324792052
3369,1166551.472589289
3166,761410.6368126551
11944,540726.2860342255
7265,936313.4304352812
5381,500735.63850355113
4569,620025.7694656686
7593,584230.6319654094
9563,995002.8062869717
886,601878.7910701244
10531,804128.2515653606
10278,672230.9845830894
4020,474283.28497568995
10363,807929.8618535195
8147,1242734.0829829914
47,387271.6674928097
5750,508098.0265858375
10316,653840.5110758161
11131,488521.0709168047
2096,904537.9931762345
4988,783410.5618193374
6592,524115.5357695916
411,734413.7159091956
323,1146714.9358117948
5459,551009.1314361417
8781,450553.6417404987
5342,462418.46335809433
7847,629316.9541122728
4688,697786.099145689
4070,587790.0784506882
3873,503154.3509118393
5899,407201.2947515056
9117,368242.2048198876
3104,796704.0294015727
8500,868353.2128630803
2819,547452.6105713753
1146,389690.3799010979
7368,970629.9169567704
7911,1099454.727677221
8283,1163284.194921021
970,416145.6590494714
2464,511809.47201330704
702,470130.5974095315
266,1107169.7873491705
6850,879621.8677792837
5733,474435.28391788085
5770,651616.6200739755
3228,729331.2016692269
7966,929939.7774877945
5613,566874.6416777049
9589,659772.9218846138
488,896129.2928070083
748,521742.5714460724
10255,1050416.3906116714
4809,844864.1391191058
4135,547888.0014690396
6196,620219.2595632672
4196,573156.7984556535
5671,631933.4135475209
2743,533759.392005859
5216,1315598.079385446
6939,811688.386674607
1656,784703.2948385187
1286,350886.21453218313
3760,480522.6192893818
10539,1075634.9195813406
10259,561488.3925561688
9247,703714.2530251255
435,539539.8038724659
8229,471864.5725674018
1762,457079.2936301763
6819,682115.4103105733
11211,551845.8676287505
8054,1112021.9668536307
3771,383710.88969868206
3025,649444.3283979286
10996,1408934.6761105317
8016,1227753.9826393183
3350,1174560.0323870978
6661,539935.2979263858
6566,647512.6062130984
4862,368287.9529046567
11336,477249.49038008886
11922,540087.2968685766
1298,506668.04931234894
4525,616264.3190240687
1215,414363.0101863197
9050,677125.9865518061
2069,536619.346552836
2662,557337.0362988593
408,885800.699320323
11546,462616.21038505423
9166,512843.95523287577
10805,610728.7335780397
375,453911.08426945616
2891,363694.0231998093
6769,529256.9584705497
9725,783513.8870562469
166,691605.9362958008
7576,979769.1026611838
4512,611169.9757167286
11794,506473.2279059013
11527,542947.2514155537
10551,906606.959615372
6128,536024.7741631074
11122,612949.6989593679
10291,716871.8076619025
7571,683696.0552174038
11364,449256.6517919561
3716,434973.1177660723
8558,402300.4415417641
4711,804367.4897477285
7170,903986.2432507626
10948,441255.2745440208
9831,518181.79365194484
6636,827218.905634903
6152,507503.4541961088
8677,581066.6795340506
5596,344558.30966946547
7243,830910.0081362787
5236,1116068.4035623674
8135,630503.4362740323
5594,724481.9477852791
10445,402542.6053446442
10200,396717.7767021171
8048,1208367.591447372
5583,567422.1346738156
7491,639006.5584333092
1485,350337.39022722346
4725,530641.1876592692
5951,703475.0148427577
6486,782330.3305149997
502,607169.287092761
3275,817619.466174556
10166,533607.393063668
1511,448180.67741697957
1488,459452.2579536954
6735,698333.5921417996
4155,577110.4076860031
1212,473291.624220378
4302,667485.0559360511
5299,1114681.2487531356
2613,595897.7065560451
5090,1080273.2660621083
5818,546658.6968430233
11898,534001.555808739
8664,557337.0362988593
2696,577947.143878612
1208,578298.2211566116
7089,765611.9980840951
983,721667.7413230711
2342,578537.4593389793
2649,774070.7034674517
6015,620265.0076480363
7276,924159.3656211875
4741,697142.8530506789
11569,323992.61886563303
5223,1183895.6338096224
10331,669216.1054734089
257,752557.7686842275
11418,451691.45019697683
226,1055072.1543980204
1848,441457.27850034204
3394,1132831.1527691921
2338,547449.684950863
6123,704702.9881599252
4355,532375.1628171394
5244,1015016.7471653322
6203,704459.4930481962
9990,830033.1120971112
5161,1184488.874890502
16,1227001.560066374
5123,1260661.640116633
3391,1237685.7507632347
8332,515612.4136103147
1636,473492.29686785024
1718,409617.08153928147
8406,540330.7919803056
6744,807444.2029389105
6940,816738.3132060269
3906,461627.4752502546
11808,503154.3509118393
589,1107824.862511552
695,421678.31887498806
2147,436311.5988700227
1609,467952.45449245995
1926,601391.8008466663
8212,1870676.9096824736
3946,421678.31887498806
11696,455299.57038753695
91,625516.9381357774
8575,378175.30425265303
9746,571529.074155205
5390,570391.2656987269
10246,917680.793125128
6433,611959.6325157194
5918,525148.6876803114
6647,735703.5233078647
9081,499591.9788060483
6923,1052497.1861181802
442,693981.8262398323
5137,1439874.7084858185
10681,428403.0491004745
80,513832.6903676754
2864,636834.2667572624
8199,1228989.1385063594
3991,762205.8818498561
10694,948181.1776733891
10196,925544.9261187558
1562,514669.42656028416
2583,553777.5898135806
1155,477842.7314609686
11119,544087.9854925442
9257,560743.1525330982
3171,676972.6563007663
2056,642856.8424267494
2257,428599.4648185855
6329,683499.6394992928
7567,542110.5152229449
9395,582890.81955261
8204,1027431.9873995507
9200,522380.2293028724
5616,559116.7595414987
8670,507504.78550495766
5178,1307289.7786326166
4030,455056.075275808
11010,1187759.0781792826
8222,1256229.5545215476
5705,670104.4409918115
9398,568409.5384997663
4118,591106.0298242378
2097,442640.8350415893
2131,498012.9282108812
6790,791026.9427718752
5121,1053534.5949582611
8437,481797.6720001672
6403,684841.0462237556
6130,580868.9325070906
8568,558477.7703758498
7450,1014975.2560099243
5850,724481.9477852791
9461,483972.8892967264
8590,407092.1182735715
8796,677171.7346365751
1442,451691.45019697683
1153,688643.9878207633
5771,724436.1997005101
8851,455098.8977400647
5676,570235.0098271747
2802,502800.3480133272
2193,796020.6234600038
6450,478040.4784879286
5552,602073.6124765719
2705,425242.02228962805
7111,906651.3763912922
11212,467362.1390320925
9770,685038.7932507155
10213,654978.3195322943
8045,798483.752644212
6233,562919.7011385064
7747,893949.8185810877
1264,573113.9759913967
9456,633670.3143259035
10534,633077.0732450237
6407,769127.0277934537
9609,579483.3720095223
5211,1249547.646760318
1483,648300.6687004258
3572,483227.6492736557
7628,1121556.6466119639
214,664560.34168706
1720,378525.05022180383
2075,704859.2440314773
10557,1190025.7916453802
9829,722899.9715695997
10667,884260.2142600514
4981,1139554.5516858296
9681,857124.4547906212
11262,535097.8731098094
9379,896961.7720702557
507,687457.5056590037
2091,522290.0644421831
6260,559907.7476493383
2384,543448.9963268953
5057,712814.8731946434
830,702136.5337388073
9676,794875.6324536519
4808,631293.0930730231
11067,700950.0515770478
8783,672028.9806267682
9262,690223.0384159304
2794,898651.3304522057
11411,528861.4644166299
4893,625162.9352372654
7897,888063.155857059
2149,409615.7502304325
5587,654323.2443699129
6357,710000.6667324353
4249,515414.6665833548
5689,399334.2361373652
10510,773477.4623865719
1619,494803.2276947533
7147,1166889.3894910687
5700,477203.7422953198
7621,878175.8045090627
1484,564306.8559477382
6303,650037.5694788084
10858,675549.8615771513
7311,1039096.1363696742
9949,718108.2948377924
10983,1362567.4500118583
11475,585218.0357913601
5182,1047252.4381803126
11508,610975.1543102809
2800,609937.7454702
833,506911.54442407796
6947,529256.9584705497
10128,783167.0667076084
4691,717515.0537569126
9189,890543.7023468489
2408,475074.27308352967
5148,1269474.3483985015
11368,392808.58424768766
9107,722215.2343191818
11618,451146.8828213785
2036,454904.0763336171
11072,1147620.6886357786
11850,522092.3174152232
6342,580473.4384531708
10609,1582800.0608930765
7219,495989.70985651284
8362,493266.99956384295
5946,467118.6439203635
3881,443586.7477121322
7649,999397.6576560104
9389,706680.4584295244
6579,680927.5968399649
3691,373033.88155169494
11738,391774.1010281189
11182,371694.0691388956
5004,1211382.4705570522
4366,765415.582365984
2015,561336.393613978
7114,806257.7207771508
7839,875754.1664802621
7532,786726.5131928871
281,807382.3688574088
8970,560896.4827841381
1523,578937.2103222605
646,465138.2480302519
11392,348756.745320393
10828,648938.3265572258
1011,612267.8873294623
6925,806257.7207771508
3758,407837.35829664214
10045,1161106.0520039494
8209,1299424.3143301401
1682,463209.45146593405
6555,544330.1492954243
11592,502713.10877315036
9557,885005.454283122
6269,662339.3763057317
452,610728.7335780397
8579,542551.7573616339
10687,627582.9789544025
32,433103.2296627437
7672,607914.5271158316
7806,970523.6660993486
4480,711035.1499520041
11764,347281.01996213535
8373,422667.0540097877
4851,874833.1166679888
10890,1308083.6923609688
5725,527279.4882009504
9687,578693.7152105315
8116,758051.8629748487
10621,1238246.4041355657
2219,439673.29832834145
9207,736498.7683450656
1882,482740.6590501977
9804,539539.8038724659
2796,540482.7909224965
9035,832606.7490681025
5519,514669.42656028416
3130,914911.00343884
8742,384898.70316929056
10351,994012.7398433232
77,523324.54766175186
10409,828253.3888544719
6097,543493.4131028155
1909,542901.5033307846
1492,857474.2007597719
1105,365169.74855806696
10649,1180731.6813782635
2001,513041.70225983567
1669,372440.6404708152
9661,835025.4614763907
10962,1196505.6954502887
717,535980.3573871872
3132,749899.8180935716
2264,582450.90872277
5443,366705.9766889773
4045,558321.5145042976
2243,475074.27308352967
4538,665351.3297948997
1546,476017.26013356016
9526,656802.4595508537
1963,402650.1875109149
1970,471119.3325443311
3126,814257.7667162372
7537,868441.783412106
6449,660560.9843719413
4577,671439.9964752495
4092,565489.0811801364
10091,596885.1103819958
